Country,Detailed Locations,Began,Ended,Duration,Dead,Displaced,Damage (USD),Main cause,Severity,Affected_Area,Magnitude,Longitude,Latitude
Poland,"Malopolska, Swietokrzyskie, Beskid, Sandomierz, Lublin, Dolnoslaskie, Oploskie and Slaskie regions - Towns: Nowy Sacz, Jodlow Tuchowska, Roztoka, Tarnow, Leka, Kielce, Roztoka-Brzeziny, Cracow, Makow Podhalanski, Upper Silesia, Budzow, Polaniec, Mielec, Sandomierz, Zalesie Gorzyckie, Zlota, Ujscie Kamiennej, Kamien, Kepa Gostebcka and Kepa Solecka. Rivers: Biala, Oder, Vistula, Paleczka, Czarna, San.",20-Jul-01,03-Aug-01,15,30,16000,"250,000,000",Brief torrential rain,1,47892.63,5.9,20.8369,49.7291
Pakistan,"North-West Frontier Province - Districts: Mansehra, Swat and Buner Cities/towns: Dadar Qadeem, Shinkiari, Peshawar, Buner, Basal. Rivers: Siran. Punjab Province - Islamabad, Rawalpindi. Leh River",22-Jul-01,25-Jul-01,4,230,40000,"200,000,000",Brief torrential rain,1,111090.8,5.6,73.2608,34.9888
Nicaragua,"Chontales Province. Towns: Acopaya, Kamusaska. Rivers: Escondido, Talppetate, Kukalaya, Bambana and Prinzapolka.",21-Jul-01,22-Jul-01,2,2,10000,,Heavy rain,1,2586.06,3.7,-84.2531,12.178
Iran,"Ardabil and West Azerbaijan Provinces - Meshkin-Shahr region.Chaldoran. Villages: Moeel, Ilando and Qinerjeh Cities: Meshkinshahr, Siahcheshmeh",20-Jul-01,21-Jul-01,2,34,0,"25,000,000",Heavy rain,1,7447.29,4.2,48.0198,38.6073
USA,"Hamilton and Butler Counties. Cincinnati metropolitan area - Fairfax, Loveland, West Chester. Little Duck Creek, Mill Creek, Sycamore Creek.",17-Jul-01,18-Jul-01,2,3,0,,Brief torrential rain,2,1713.61,3.8,-84.5578,39.5376
India,Uttar Pradesh State -Rudraprayag district. Vyomguard and fata areas,16-Jul-01,16-Jul-01,1,26,0,,Brief torrential rain,1,2458.01,3.4,79.8583,30.7738
South Korea,Northern region- Kyonggi province. Seoul and Anyang.,14-Jul-01,15-Jul-01,2,52,572,"73,800,000",Brief torrential rain,1,2231.31,3.6,127.063,37.4727
Taiwan,Kaohsiung and Pingtung counties. Kaohsiung city,11-Jul-01,13-Jul-01,3,5,0,"5,700,000",Tropical cyclone,2,1313.29,3.9,120.441,22.6274
Ivory Coast,Abidjancity,11-Jul-01,11-Jul-01,1,2,0,,Heavy rain,1,1828.17,3.3,-4.04727,5.36056
China,"Qinghai Province- cities: Xining, Haidong, Haibei",11-Jul-01,12-Jul-01,2,29,0,,Heavy rain,1,18012.88,4.6,101.598,36.6745
Poland,Gdansk-Wrzeszcz city. Radunia river,10-Jul-01,10-Jul-01,1,4,650,"50,000,000",Brief torrential rain,1,1362.89,3.1,18.5736,54.2845
India,"Orissa State - western and southern areas. Districts: Puri, Kendrapara, Jajpur, Cuttack, Khorda, Angul, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Balasore, Bhadrakh. Rivers: Mahanadi River System, Tel, Udanti, Ret, Hati, Daya, Rajua, Malaguni, Kathajodi, Devi Makara, Luna, Chitrotpala, Paika, Bramhani and Baitarani. Madhya Pradesh State - low-lying areas. Chattisgarh State - flash floods from release of water from Hirakud dam",08-Jul-01,10-Aug-01,34,100,2000000,"13,540,000",Monsoonal rain,2,105057.29,6.9,84.7987,21.0559
USA,"West Virginia: Wyoming and McDowell Counties - Mullens, Pineville, Welch, Corinne, Kimble, Dorothy. Guyandotte and Tug Fork rivers",08-Jul-01,09-Jul-01,2,2,6000,"20,000,000",Heavy rain,2,8533.79,4.5,-81.8767,37.8401
Russia,"Irkutsk Region - Districts: Zima, Usolye, Cheremkhovo, Zalarinsky, Slyudyansk, Usolk . Cities: Angarsk, Ukhtui, Irkutsk . Rivers: Irkut, Oka, Belaya and Kitoi. Republic of Buryatia - Districts: Tunkinsky, Okinsky , East Sayany. Angarsk, Belsk, Sayansk. Shumak mountain pass. Rivers: Tunka, Oka, Slyudyanka. Upper reaches of Ob, Lena and Yenisei Rivers. Selenga and Uda Rivers of the Baikal area.",07-Jul-01,13-Jul-01,7,11,20000,"3,500,000",Extra-tropical cyclone,2,231499.29,6.5,101.959,55.2385
India,"Kerala State -districts: Ernakulam, Thrissur, Malappuram, Kollam, Kottayam, Alapuzha, Pathanamthitta, Idukki.",04-Jul-01,16-Jul-01,13,86,40000,"116,924,380",Monsoonal rain,1,4467.85,4.8,76.423,9.72651
Philippines,"Philippines - Luzon Island - Provinces: Pangasinan, La Union, Benguet, Mountain. Cordillera and Ilocos regions. Baguio city. Metro Manilla 
China - Guangdong Province - Counties: Suixi, Lianjiang, Leizhou and Potou. Cities: Shanwei, Shantou, Jieyang, Huizhou, Meizhou, Zhanjiang. Rivers: Xijiang, Beijiang, Pearl. Guangxi Province - Guigang, Pingnan, Teng and Wuzhou. Nanning. Rivers: Xijiang, Yong, Yue, Yong. Yunnan Province - Wenshan Zhuang and Miao Autonomous Prefecture. Counties: Wenshan, Jinping. Tuojiang River. Hong Kong - New Territories",01-Jul-01,19-Jul-01,19,178,800000,"2,980,000,000",Heavy rain,2,205221.43,6.9,110.999,22.9085
Vietnam,"Thai Nguyen, Tuyen Quang, Vinh Phuc and Phu Tho provinces. Son Duong district.Rivers: Cau, Lo.",03-Jul-01,06-Jul-01,4,32,13000,,Brief torrential rain,2,12941.63,5,105.853,21.6636
Cameroon,Limbe,28-Jun-01,29-Jun-01,2,22,1000,,Brief torrential rain,1,1086.73,3.3,8.98727,4.4351
Ghana,"Accra city area: East Legon district, Kasoa and Adabraka Town/Odawna",27-Jun-01,30-Jun-01,4,12,80000,,Monsoonal rain,1,417.102,3.2,-0.290265,5.67504
 Nepal,"Satya Devi village of Dhading district. Rivers: Disung, Kakhet.",26-Jun-01,26-Jun-01,1,35,0,,Heavy rain,1,469.056,2.7,84.82,27.8773
East Timor,"Los Palos in Lautem District. Luro, Iliomar, Leoro and Mehara. Sika Village",20-Jun-01,23-Jun-01,4,1,400,,Heavy rain,1,373.969,3.2,126.949,-8.39564
 India,GujaratState - southern Gujarat and the Saurashtra region. Baroda. Kutch district. Bhuj. Anjar. Pratappura.,20-Jun-01,21-Jun-01,2,29,0,,Monsoonal rain,1,38728.34,4.9,71.2868,22.8284
China,Hunan Province- Suining county,19-Jun-01,23-Jun-01,5,66,10000,"120,000,000",Heavy rain,1,3605.4,4.3,110.217,26.4927
Poland,"Northern Bosnia - Tuzla region. Republika Srpska: Doboj, Bijeljina and Banja Luka regions. Towns: Tuzla, Brcko. Bosna and Spreca rivers Yugoslavia - Serbia Province. Cities/towns: Valjevo, Belgrade. Obnica River Romania -23 districts have been affected by the floods",19-Jun-01,22-Jun-01,4,9,6000,,Heavy rain,1,14265.28,4.8,18.4902,44.6998
Ecuador,"Provinces: Zamora-Chinchipe, Napo, Pastaza, and Morona-Santiago. towns: Papallacta",11-Jun-01,20-Jun-01,10,41,8000,,Heavy rain,1,3656.59,4.6,-79.0662,-4.62266
USA,"Gulf Coast Southeast Texas - Counties: Harris, Eastern Liberty Brown. Cities/towns: Houston. Lowland roads near Pine Island Bayou around Sour Lake. Halls and Greens Bayous. Coastal Louisiana - Parishes: East Baton Rouge, St. Tammany, Iberville, Lafourche, Livingston, Ascension, Iberville. Cities/towns: Erath, Youngsville, Baton Rouge, Madisonville, Thibodaux, Denham Springs, Merryville . Rivers: Bedias Creek, Angelina River and its tributaries near Lufkin, Neches. Comite river basin and Bayou Manchac. Florida - Leon County, Tallahassee area. Pennsylvania - low-lying areas of Bucks and Montgomery counties",06-Jun-01,13-Jun-01,8,47,30000,"1,015,000,000",Tropical cyclone,1,32060.65,5.4,-93.6825,29.7675
China,"Guangdong Province - Cities: Yangjiang, Maoming, Yunfu. Guangxi Province - Shuolong, Hechi, Liuzhou city. Liushui River Yunnan province - Yuxi county  Hong Kong - New Territories. northern suburb of Yuen Long,, Yuen Kong San Tsuen",06-Jun-01,17-Jun-01,12,100,237000,"80,000,000",Heavy rain,1,18915.79,5.4,111.647,22.2094
India,"NE India --Tripura State - West Tripura District, Patharkandi area. Southern Assam State-Karimganj district. Barak valley. Bangladesh - Districts: Barguna, Sylhet, Moulvibazar, Sunamganj, Jessore, Cox's Bazar, Noakhali, Feni. Towns: Habiganj, Brahmmanbaria. Rivers: Khowai, Manu, Kushiara, Muhuri, Dharla, Kabatakh, Matamuhuri and Bakkhali.",05-Jun-01,22-Jun-01,18,15,800000,,Monsoonal rain,1,17561.54,5.5,92.0058,24.4457
El Salvador,San Salvador city area. Acelhuate river. Sonsonate department in western El Salavador,25-May-01,30-May-01,6,2,0,,Heavy rain,1,158.746,3,-89.1824,13.7261
USA,Confluence ofYukon and Koyukuk rivers. Koyukuk town.,24-May-01,30-May-01,7,0,32,,Ice jam/break-up,1,4095.94,4.5,-157.137,64.9787
DR Congo,Kinshasa city,18-May-01,18-May-01,1,30,0,,Heavy rain,1,2392.12,3.4,15.4341,-4.16936
Haiti,Gonalves in Artibonite province. Port-au-Prince area. Northern region,16-May-01,18-May-01,3,15,0,,Heavy rain,1,7778.67,4.4,-72.4737,19.0665
Vietnam,Thua Thien Hue Province - Perfume River,15-May-01,17-May-01,3,2,0,"965,000",Heavy rain,1,5615.49,4.2,107.55,16.3066
Russia,"Siberia - Russian Far East Yakutia Repubic: Districts: Lensky, Tomponsky. Cities/towns: Lensk, Olekminsk, Yakutsk, Chakda, Mirnyi, Khandyga, Kangalassy, Namtsy, Alekvinsk, Novye and Stary Saidy, Keskil, Bordoi, Khandynga, Kylakh and Kyuptsy, Kapitonvka, Saldikil. Rivers: Lena, Aldan. Irkutsk Region: Districts: Ust-Kut, Kirensky, Zhigalovsky, Zhigalovo. Cities/towns: Kirensk, Ust-Kut, Tokma. Rivers: Upper Lena, Nizhnyaya Tunguska, Kirenga, Biryusa, Tym and Piltun. Krasnojarsk - Yeniseysk city. Sulomai. Turukhansk. Rivers: Yenisei, Kacha, Tuba, Podkammennaya Tunguska. Tuva - Kyzyl, Todzhinsky, and Baitaiginsky districts. Kyzyl city. Greater and Lesser Yenisei Rivers (aka Bolshoi and Maly Enisei) Altai territory - Maima district. cities/towns: Barnaul, Khanty- Mansiisk, Kalpashevo, Vaegi, Biysk, Maima, Srostki, Zaton, Yuzhny island. Rivers: Ob, Biya and Katun. Flooding continued through June 8. Bashkiria Republic - Belaya river. Kemerovo region in southwestern Siberia. Yuzhno-Sakhalinsk in the Far East. Chukotka - Main river flooded village of Vayega.",12-May-01,08-Jun-01,28,7,70000,"102,915,952",Snowmelt,2,2856609.94,8.2,106.619,58.4897
Columbia,Santander State - El Playon region Timbiqui in the state of Narino; Timbiqui River.,08-May-01,10-May-01,3,0,5000,,Heavy rain,1,15607.98,4.7,-72.9002,6.90285
USA,"Towns: Yauco, Guayanilla. Guanajibo River and other streams in the area.",06-May-01,07-May-01,2,2,0,"7,500,000",Heavy rain,1,245.95,2.7,-66.841,18.0491
 Turkey,Antakya city area: Orontes River. Konya province.,07-May-01,08-May-01,2,4,0,,Heavy rain,1,1612.25,3.5,36.2137,36.1967
Iran,"Khorassan Province: Bojnourd region, Bojnurd city, Tazeh-Qalel village.",06-May-01,06-May-01,1,32,800,,Brief torrential rain,1,2134.65,3.3,57.4197,37.4938
 Thailand,Phrae Province: Wangchin district. Lampang Province; Sukothai Province,04-May-01,05-May-01,2,30,4000,,Brief torrential rain,1,19752.41,4.6,99.0754,17.965
Russia,"Ural and Volga Region Bashkortostan - Ufa city, Sterlitamak, Ishimbai, and the Karmaskaly district. Belaya River. Sverdlovsk Region - Irbit city. Irbit and Nitsa rivers.",01-May-01,17-May-01,17,0,15000,,Snowmelt,1,16164.46,5.4,56.1937,53.8396
Uruguay,"Department of Artigas, Cuareim River",30-Apr-01,02-Jun-01,34,0,5000,,Heavy rain,1,6892.57,5.4,-56.7353,-30.3332
Belarus,Gomel Region,29-Apr-01,01-May-01,3,0,0,,Snowmelt,1,17380.55,4.7,29.032,52.0567
Malaysia,"Kuala Lumpurarea: Kampung Baru, Jalan Sultan Ismail, Kampung Pandan and Jalan Masjid India. Sungai Gombak River",26-Apr-01,26-Apr-01,1,2,0,,Brief torrential rain,1,855.753,2.9,101.717,3.14709
Poland,"Malopolska district.towns of Mstow, Klomnice and Kruszyna",22-Apr-01,26-Apr-01,5,0,0,,Heavy rain,1,3118.43,4.2,19.17,50.7963
Brazil,Mato Grosso State - Cuiaba city. Cuiaba River,25-Apr-01,26-Apr-01,2,15,4500,,Heavy rain,1,5188.35,4,-56.4701,-15.449
Peru,Junin area: Mazamri District. Cuvaru and Camavari rivers. Piura Department in Northern Peru.,25-Apr-01,26-Apr-01,2,9,300,,Brief torrential rain,1,14812.43,4.5,-73.9043,-11.8868
USA,"Western Wisconsin, Minnesota, Iowa and Illinois. Wisconsin counties: St. Croix, Pierce, Pepin, Buffalo, Trempealeau, LaCrosse, Vernon, Crawford and Grant. Towns: Prairie du Chien, La Crosse, Cassville, Hudson. Iowa: Davenport, Abel-Essman Island, Camanche. Illinois counties: Adams, Carroll, Hancock, Henderson, Jo Daviess, Mercer, Rock Island and Whiteside. Towns: Pontoosuc, Niota. Minnesota: St. Croix valley; Stillwater, Afton. Rivers: Minnesota, Mississippi, St. Croix and Red",15-Apr-01,15-May-01,31,1,4400,"13,000,000",Snowmelt,2,63376.98,6.6,-90.4728,42.657
Angola,Luandaarea.,14-Apr-01,15-Apr-01,2,18,300,,Heavy rain,1,7432.76,4.2,13.5079,-9.01065
France,"Somme Region. Towns: Abbeville, Amiens. Somme River",07-Apr-01,02-May-01,26,0,1029,,Heavy rain,2,9209.58,5.7,2.36843,50.0468
Angola,"Namibe Province - Namibe town and surrounding villages. Bero and Giraul rivers. -- Benguela Province - towns: Senje, Luacho, Dombe-Grande. Caporolo River ",02-Apr-01,09-Apr-01,8,20,15800,,Heavy rain,1,24779.7,5.3,12.4762,-14.9381
Peru,"Puno Department - Titicaca basin. Provinces: El Collao, Chucuito, San Roman, Puno, Huancane.",01-Mar-01,21-Mar-01,21,0,10800,,Heavy rain,1,17426.57,5.6,-69.7653,-16.0622
Portugal,"Towns: Oporto, Vila Nova de Gaia, Chaves, Canedo, Arcos de Valdevez. River Douro.",21-Mar-01,22-Mar-01,2,3,200,,Heavy rain,1,817.936,3.2,-8.54227,41.1654
France,"Regions: Calvados and Seine-Maritime in Normandy, Meuse, Haute-Marne, Rhone, Saone-et-Loire, Doubs, Burgundy, Eure, Oise, Brittany. Cities/towns: Macon, Ile-de-France and Yvelines around Paris, Evreux, Lyon, Grainville-le-Teinturiere, Ille-et-Vilaine, Saint-Valery-en-Caux, Elbeuf, Redon. Rivers: Saone,Seine, Rhone-Saone, Avre, Iton.",21-Mar-01,28-Mar-01,8,0,1400,,Heavy rain,1,78097.03,5.8,4.2198,47.6793
Saudi Arabia,Najran. Riyadh.,17-Mar-01,19-Mar-01,3,6,0,,Heavy rain,1,3069.99,4,46.7364,24.5293
Ecuador,Manabi - Chone area.,08-Mar-01,10-Mar-01,3,11,1200,,Brief torrential rain,1,2306.25,3.8,-80.1188,-0.713264
Australia,"Northeastern New SouthWales- Region from north of Newcastle to the Queensland border. Towns: Kempsey, Grafton, Maclean, Ulmarra, Smithtown, Gladstone, Yamba, Bellingen, Thora, Coffs Harbour, Ballina, Kyogle, Lismore, Mullumbimby, Murwillumbah,Woodburn, Bellingen. Rivers: Macleay, Clarence, Bellinger, Nambucca, Orara. -- Queensland - Brisbane area. Rocklea, Lawnton.",08-Mar-01,15-Mar-01,8,3,3000,"200,000,000",Heavy rain,2,30877.56,5.7,152.865,-29.7152
Turkey,"Sanliurfa province - Siverek, Halfeti",08-Mar-01,08-Mar-01,1,4,600,,Heavy rain,1,4916.89,3.7,38.9544,37.5543
Malaysia,"Selangor - Hulu Selangor and Gombak. Rawang,Batang Kali. Kampung Tok Pinang, Kampung Koskan, Kampung Sungai Choh Bandar, Taman Desa Anggerik and Desa Kiambang,",08-Mar-01,08-Mar-01,1,0,12000,"236,836",Heavy rain,2,373.233,2.9,101.591,3.46568
Spain,"Regions: Castile and Leon. Zamora province.Valladolid, Palencia, Seville. Rivers: Duero, Guadaira, Carrion and Pisuerga.",06-Mar-01,07-Mar-01,2,1,0,,Heavy rain,2,23423.92,5,-4.18651,42.0216
Germany,"Western Ukraine - Zakarpattia region. Transcarpathia region. Towns: Palad, Khust, Shaiany, Sasovo. Rivers: Tisza and Latoritsa. -- Northern Hungary - Szabolcs-Szatmar-Bereg County. Regions: Tivadar, Beregiv. Towns: Tarpa, Tivador, Kispalad, Vasarosnameny. Rivers: Tisza, Tur. -- Northern Romania -Northern Transylvania. Counties: Maramures, Bihor, Bistrita-Nasaud, Suceava, Satu Mare, Harghita, Cluj, Salaj, Hunedoara, Alba and Botosani. Somes and Viseu Rivers.",04-Mar-01,17-Mar-01,14,8,91000,"125,800,000",Heavy rain,2,30197.98,5.9,22.6433,47.9334
Tanzania,"Dar es Salaam city, Ubungo area.",27-Feb-01,27-Feb-01,1,7,0,,Brief torrential rain,1,108.807,2,39.2368,-6.80523
USA,"Low-lying areas of Cleveland, Barstow and Osborn. Rock River",27-Feb-01,01-Mar-01,3,0,200,,Ice jam/break-up,2,24.3252,2.2,-90.3139,41.5085
Australia,"Northern Territories -- Top End. Gulf of Carpenteria in the east. Victoria River district in the west.Towns: Pigeon Hole, Kalkarindji, Daguragu, Borroloola, Ryan's Bend, Devil's Springs",18-Feb-01,23-Feb-01,6,0,670,"13,000,000",Tropical cyclone,1,32095.86,5.3,130.974,-16.6038
Bolivia,El Banado river overflowed in Monteagudo. La Paz.,16-Feb-01,22-Feb-01,7,19,200000,,Heavy rain,1,652.467,3.7,-63.9475,-19.7861
Philippines,"Mindanao island - Provinces: Davao del Norte, Surigao del Sur and Agusan del Sur. Bit-os and Hinayhayan rivers.",16-Feb-01,19-Feb-01,4,17,98360,"2,100,000",Tropical cyclone,1,5961.33,4.4,125.845,8.35604
Indonesia,"Java Island - West Java Province - Banten province - Lebak district; Cipanas sub-district. Pandeglang Regency - Cilemer and Ciujung rivers in Pagelaran subdistricts of Banteng province; Pagelaran, Jiput, Menes and Lauan. Jakarta area. Jakarta, Bogor and Tangerang -- Jember in East Java Province; Manyang river. -- Bengawan Solo River overflowed in Bojonegoro district; Cengungklung village in Kalitidu subdistrict. -- North Sulawesi - several subdistricts in Gorontalo. Bone and Bolango rivers -- Malaysia -- Sarawak - Rejang River in Sibu and Kapit divisions.",04-Feb-01,18-Feb-01,15,131,81600,,Brief torrential rain,2,22466.71,5.8,112.07,2.3929
Australia,"New SouthWales- Local government areas: Lismore, Tenterfield, Bellingen, Moree Plains, Kyogle, Tweed, Byron, Ballina, Richmond Valley, Inverell, Bingara, Glen Innes, Yallaroi, Severn, Maclean, Coffs Harbour, Pristine Waters, Copmanhurst, Nambucca and Grafton. Towns: Lismore, Narrabri, Murwillumbah, Moree, Bellingen Shire, Kempsey, Thora, Grafton, Maclean, Casino. Rivers: Wilson, Tweed, Clarence, Richmond, Gwydir, MacIntyre, Grevillia, Bellinger, Macleay.",01-Feb-01,06-Feb-01,6,1,300,,Heavy rain,1,110606.04,5.8,151.002,-29.0025
Portugal,North - Mesao Frio region. Regua. Alvacoes do Congo. Vila Real. Coimbra area. Santa Maria de Penaguiao. Rivers: Douro and Mondego -- Central - Seia region. Agueda. Tagus River,26-Jan-01,29-Jan-01,4,6,300,,Heavy rain,2,10061.81,4.9,-7.66736,40.8045
Tanzania,A village in the Kigoma Region ,20-Jan-01,20-Jan-01,1,13,120,,Heavy rain,1,25184.71,4.4,30.3551,-5.23556
Bolivia,"Beni Department -- Cities: Rurenabaque, San Buenaventura, Reyes.Beni river. La Paz Department - Provinces: Loayza, Ingavi, Murillo, Loayza, Larecaja, Camacho y Los Andres. La Paz city area. Oruro Department -- regional capital area. Cochabamba Department -- Cochabamba city area. PotosÕ Department.",01-Jan-01,22-Mar-01,81,18,300000,"6,000,000",Heavy rain,1,107078.76,6.9,-67.148,-14.9061
Malaysia,"Johor State - Disticts: Johor Baharu, Kota Tinggi, Mersing and Kluang. Towns/areas: Kulai, Hulu Tiram, Skudai, Masai, Plentong, Kong Kong and Pasir Gudang. Sungai Plentong River. -- Terengganu State -Districts: Besut, Dungun, Hulu Terengganu, Kemaman and Setiu. Terengganu River. -- Kelantan State - Pasir Mas district; Kedai Lama, Rantau Panjang, Sungai Golok River.",16-Jan-01,21-Jan-01,6,2,5000,,Monsoonal rain,1,17458.8,5,102.631,5.38603
Philippines,Negros Island and Province -Silay city and nearby villages. Balugo River and tributaries.,15-Jan-01,15-Jan-01,1,2,12000,,Heavy rain,1,845.614,2.9,123.05,10.7585
Kenya,"Nairobi and surrounding areas -Dagoretti, Kibera",13-Jan-01,14-Jan-01,2,4,0,"38,119",Heavy rain,1,4356.18,3.9,36.9363,-1.25302
France,France - Brittany region: towns of Redon and Caen. -- Belgium - Han-sur-Lesse region: Meuse river and its tributaries.,05-Jan-01,07-Jan-01,3,0,80,,Brief torrential rain,1,3926.12,4.1,5.01154,50.3658
Malawi,Rumphi and Chikwawa districts. Lungazi river,04-Jan-01,04-Jan-01,1,5,14,,Heavy rain,1,10394.92,4,33.5624,-10.6938
Mozambique,"Mozambique -- Tete Province - Northern and southern regions. Districts: Mutarara, Zumbo, Magoe and Macanga. Towns: Inhangome, Tete city. Rivers: Zambezi, Nhamadzi, Dziwedziwe. -- Zambezia Province - Coastal region. Districts: Nicuadala, Namacurra, Pebane, Chinde, Maganja da Costa, Morrumbala, Mopeia, Luabo. Qualimane city area. Nipiode River. -- Sofala Province - Cities/towns: Beira, Tica, Buzi, Goonda, Dondo, Marromeu. Nhamatanda district. Pungue and Buzi Rivers. Southern bank of the Zambezi River. Mafambisse, Caia, Chemba. -- Manica province - Nhacolo town in Tambara district. -- Gaza province - Save River at Massangena and Nova Mambone. -- Southern and Central Malawi -- floods affecting 13 of the country's 27 districts. Lower Shire Valley. Districts: Nsanje, Mangochi, Chikwawa, Salima, Nkhotakota, Zomba. Lengwe National Park. Shire River. -- Zambia - Provinces: Eastern, Northern, Northwestern, Copperbelt and Central. River Luangwa in Luangwa town near Mozambique border. Towns: Lusaka, Kitwe. Kafue River. -- Zimbabwe - Provinces: Mashonaland Central, Matabeleland North. Zambezi river valley. Districts: Muzarabani, Guruve, Tsholotsho. Masvingo, Centenary. Rivers: Zambezi, Gwayi.",01-Jan-01,27-Apr-01,117,146,485000,"42,700,000",Tropical cyclone,1,202265.53,7.4,33.5624,-16.2016
Croatia,"Central and southern Croatia - Coastal towns of Senjand Otocac. Neretva river at town of Metkovic. -- Yugoslavia - Montenegro Republic. Zeta River in Danilovgrad and surrounding towns. Cetinje, Kotor.",28-Dec-00,30-Dec-00,3,0,2000,,Heavy rain,1,1048.13,3.5,15.1101,44.9481
